name,url,power,value 
Seraph (Earth-616),/wiki/Seraph_(Earth-616),Fighting_Skills,Experienced Fighter
Sergei Kravinoff (Earth-1610),/wiki/Sergei_Kravinoff_(Earth-1610),Fighting_Skills,Experienced Fighter
Set (Earth-616),/wiki/Set_(Earth-616),Fighting_Skills,Experienced Fighter
Shagreen (Earth-5311),/wiki/Shagreen_(Earth-5311),Fighting_Skills,Experienced Fighter
Shannon Carter (Earth-982),/wiki/Shannon_Carter_(Earth-982),Fighting_Skills,Experienced Fighter
Sharon Carter (Earth-616),/wiki/Sharon_Carter_(Earth-616),Fighting_Skills,Experienced Fighter
Sharon Ventura (Earth-616),/wiki/Sharon_Ventura_(Earth-616),Fighting_Skills,Experienced Fighter
Sharra Neramani (Earth-616),/wiki/Sharra_Neramani_(Earth-616),Fighting_Skills,Experienced Fighter
Sheoke Sanada (Earth-616),/wiki/Sheoke_Sanada_(Earth-616),Fighting_Skills,Experienced Fighter
Shiklah (Earth-616),/wiki/Shiklah_(Earth-616),Fighting_Skills,Experienced Fighter
Shir Ydrn Talonis (Earth-616),/wiki/Shir_Ydrn_Talonis_(Earth-616),Fighting_Skills,Experienced Fighter
Shiro Yoshida (Earth-295),/wiki/Shiro_Yoshida_(Earth-295),Fighting_Skills,Experienced Fighter
Shiro Yoshida (Earth-616),/wiki/Shiro_Yoshida_(Earth-616),Fighting_Skills,Experienced Fighter
Shola Inkose (Earth-616),/wiki/Shola_Inkose_(Earth-616),Fighting_Skills,Experienced Fighter
Shredder (Earth-616),/wiki/Shredder_(Earth-616),Fighting_Skills,Experienced Fighter
Silvio Manfredi (Earth-616),/wiki/Silvio_Manfredi_(Earth-616),Fighting_Skills,Experienced Fighter
Simon Maddicks (Earth-616),/wiki/Simon_Maddicks_(Earth-616),Fighting_Skills,Experienced Fighter
Simon Williams (Earth-616),/wiki/Simon_Williams_(Earth-616),Fighting_Skills,Experienced Fighter
Sinclair Abbott (Earth-616),/wiki/Sinclair_Abbott_(Earth-616),Fighting_Skills,Experienced Fighter
Sinthea Shmidt (Earth-616),/wiki/Sinthea_Shmidt_(Earth-616),Fighting_Skills,Experienced Fighter
Sk'ym'x (Earth-712),/wiki/Sk%27ym%27x_(Earth-712),Fighting_Skills,Experienced Fighter
Skaar (Earth-616),/wiki/Skaar_(Earth-616),Fighting_Skills,Experienced Fighter
Skinner (Lilin) (Earth-616),/wiki/Skinner_(Lilin)_(Earth-616),Fighting_Skills,Experienced Fighter
Skornn (Earth-616),/wiki/Skornn_(Earth-616),Fighting_Skills,Experienced Fighter
Skreet (Earth-616),/wiki/Skreet_(Earth-616),Fighting_Skills,Experienced Fighter
Skullbuster (Earth-616),/wiki/Skullbuster_(Earth-616),Fighting_Skills,Experienced Fighter
Sleepwalker (Earth-616),/wiki/Sleepwalker_(Earth-616),Fighting_Skills,Experienced Fighter
Slizzik (Earth-616),/wiki/Slizzik_(Earth-616),Fighting_Skills,Experienced Fighter
Slorioth (Earth-616),/wiki/Slorioth_(Earth-616),Fighting_Skills,Experienced Fighter
Sn'Tlo (Earth-616),/wiki/Sn%27Tlo_(Earth-616),Fighting_Skills,Experienced Fighter
Sonya Tolsky (Earth-616),/wiki/Sonya_Tolsky_(Earth-616),Fighting_Skills,Experienced Fighter
Spidercide (Earth-616),/wiki/Spidercide_(Earth-616),Fighting_Skills,Experienced Fighter
Spore (Earth-616),/wiki/Spore_(Earth-616),Fighting_Skills,Experienced Fighter
Stellaris (Earth-616),/wiki/Stellaris_(Earth-616),Fighting_Skills,Experienced Fighter
Steven Rogers (Revolutionary War) (Earth-616),/wiki/Steven_Rogers_(Revolutionary_War)_(Earth-616),Fighting_Skills,Experienced Fighter
Stewart Ward (Earth-616),/wiki/Stewart_Ward_(Earth-616),Fighting_Skills,Experienced Fighter
Super-Skrull (Earth-20604),/wiki/Super-Skrull_(Earth-20604),Fighting_Skills,Experienced Fighter
Susan Scarbo (Earth-616),/wiki/Susan_Scarbo_(Earth-616),Fighting_Skills,Experienced Fighter
Suzi Endo (Earth-9528),/wiki/Suzi_Endo_(Earth-9528),Fighting_Skills,Experienced Fighter
T-Ray (Earth-616),/wiki/T-Ray_(Earth-616),Fighting_Skills,Experienced Fighter
Tabitha Smith (Earth-616),/wiki/Tabitha_Smith_(Earth-616),Fighting_Skills,Experienced Fighter
Tagak (Earth-616),/wiki/Tagak_(Earth-616),Fighting_Skills,Experienced Fighter
Taj Nital (Earth-616),/wiki/Taj_Nital_(Earth-616),Fighting_Skills,Experienced Fighter
Talia Wagner (Earth-2182),/wiki/Talia_Wagner_(Earth-2182),Fighting_Skills,Experienced Fighter
Talos (Earth-616),/wiki/Talos_(Earth-616),Fighting_Skills,Experienced Fighter
Tanalth (Earth-616),/wiki/Tanalth_(Earth-616),Fighting_Skills,Experienced Fighter
Tandy Bowen (Earth-616),/wiki/Tandy_Bowen_(Earth-616),Fighting_Skills,Experienced Fighter
Tania Belinskaya (Earth-616),/wiki/Tania_Belinskaya_(Earth-616),Fighting_Skills,Experienced Fighter
Tarianna (Earth-616),/wiki/Tarianna_(Earth-616),Fighting_Skills,Experienced Fighter
Tel-Kar (Earth-616),/wiki/Tel-Kar_(Earth-616),Fighting_Skills,Experienced Fighter
Tempus (Temporal Limbo),/wiki/Tempus_(Temporal_Limbo),Fighting_Skills,Experienced Fighter
Teresa Parker (Earth-616),/wiki/Teresa_Parker_(Earth-616),Fighting_Skills,Experienced Fighter
Terror (Shreck) (Earth-88194),/wiki/Terror_(Shreck)_(Earth-88194),Fighting_Skills,Experienced Fighter
Terry Vance (Earth-616),/wiki/Terry_Vance_(Earth-616),Fighting_Skills,Experienced Fighter
Texas Kid (Earth-616),/wiki/Texas_Kid_(Earth-616),Fighting_Skills,Experienced Fighter
Thaddeus Ross (Earth-616),/wiki/Thaddeus_Ross_(Earth-616),Fighting_Skills,Experienced Fighter
Thaddeus Ross (Earth-1610),/wiki/Thaddeus_Ross_(Earth-1610),Fighting_Skills,Experienced Fighter
Thakorr (Earth-616),/wiki/Thakorr_(Earth-616),Fighting_Skills,Experienced Fighter
Thanos (Earth-616),/wiki/Thanos_(Earth-616),Fighting_Skills,Experienced Fighter
Theodore Scott (Earth-616),/wiki/Theodore_Scott_(Earth-616),Fighting_Skills,Experienced Fighter
Theodore Winchester (Earth-616),/wiki/Theodore_Winchester_(Earth-616),Fighting_Skills,Experienced Fighter
Thomas Raymond (Earth-616),/wiki/Thomas_Raymond_(Earth-616),Fighting_Skills,Experienced Fighter
Thomas Stuart (Earth-616),/wiki/Thomas_Stuart_(Earth-616),Fighting_Skills,Experienced Fighter
Thomas Thunderhead (Earth-616),/wiki/Thomas_Thunderhead_(Earth-616),Fighting_Skills,Experienced Fighter
Thor Odinson (Earth-616),/wiki/Thor_Odinson_(Earth-616),Fighting_Skills,Experienced Fighter
Thor Odinson (Earth-1610),/wiki/Thor_Odinson_(Earth-1610),Fighting_Skills,Experienced Fighter
Thor Odinson (Earth-30847),/wiki/Thor_Odinson_(Earth-30847),Fighting_Skills,Experienced Fighter
Thoth (Earth-616),/wiki/Thoth_(Earth-616),Fighting_Skills,Experienced Fighter
Thundra (Earth-715),/wiki/Thundra_(Earth-715),Fighting_Skills,Experienced Fighter
Tiboro (Earth-616),/wiki/Tiboro_(Earth-616),Fighting_Skills,Experienced Fighter
Tilda Johnson (Earth-616),/wiki/Tilda_Johnson_(Earth-616),Fighting_Skills,Experienced Fighter
Timothy Dugan (Earth-616),/wiki/Timothy_Dugan_(Earth-616),Fighting_Skills,Experienced Fighter
Titan (Earth-616),/wiki/Titan_(Earth-616),Fighting_Skills,Experienced Fighter
Titannus (Earth-616),/wiki/Titannus_(Earth-616),Fighting_Skills,Experienced Fighter
Tongah (Earth-616),/wiki/Tongah_(Earth-616),Fighting_Skills,Experienced Fighter
Torgo (Earth-616),/wiki/Torgo_(Earth-616),Fighting_Skills,Experienced Fighter
Torgo Nia (Earth-616),/wiki/Torgo_Nia_(Earth-616),Fighting_Skills,Experienced Fighter
Trenton Craft (Earth-616),/wiki/Trenton_Craft_(Earth-616),Fighting_Skills,Experienced Fighter
Triton (Earth-616),/wiki/Triton_(Earth-616),Fighting_Skills,Experienced Fighter
Tuk (Earth-616),/wiki/Tuk_(Earth-616),Fighting_Skills,Experienced Fighter
Turac (Earth-616),/wiki/Turac_(Earth-616),Fighting_Skills,Experienced Fighter
Tyler Dayspring (Earth-4935),/wiki/Tyler_Dayspring_(Earth-4935),Fighting_Skills,Experienced Fighter
Typhon (Earth-616),/wiki/Typhon_(Earth-616),Fighting_Skills,Experienced Fighter
Tyrak (Earth-616),/wiki/Tyrak_(Earth-616),Fighting_Skills,Experienced Fighter
Tyrant (Earth-616),/wiki/Tyrant_(Earth-616),Fighting_Skills,Experienced Fighter
Ultron (Earth-616),/wiki/Ultron_(Earth-616),Fighting_Skills,Experienced Fighter
Ulysses Archer (Earth-616),/wiki/Ulysses_Archer_(Earth-616),Fighting_Skills,Experienced Fighter
Ulysses Klaw (Earth-616),/wiki/Ulysses_Klaw_(Earth-616),Fighting_Skills,Experienced Fighter
Umbra (Earth-616),/wiki/Umbra_(Earth-616),Fighting_Skills,Experienced Fighter
Uncegila (Earth-616),/wiki/Uncegila_(Earth-616),Fighting_Skills,Experienced Fighter
Uriel (Mutant) (Earth-616),/wiki/Uriel_(Mutant)_(Earth-616),Fighting_Skills,Experienced Fighter
Utgard-Loki (Earth-616),/wiki/Utgard-Loki_(Earth-616),Fighting_Skills,Experienced Fighter
Valentina Allegra de Fontaine (Earth-616),/wiki/Valentina_Allegra_de_Fontaine_(Earth-616),Fighting_Skills,Experienced Fighter
Vanessa Carlysle (Earth-616),/wiki/Vanessa_Carlysle_(Earth-616),Fighting_Skills,Experienced Fighter
Varnae (Earth-616),/wiki/Varnae_(Earth-616),Fighting_Skills,Experienced Fighter
Veranke (Earth-616),/wiki/Veranke_(Earth-616),Fighting_Skills,Experienced Fighter
Verdelet (Earth-616),/wiki/Verdelet_(Earth-616),Fighting_Skills,Experienced Fighter
Victor Conrad (Earth-616),/wiki/Victor_Conrad_(Earth-616),Fighting_Skills,Experienced Fighter
Victor Slaughter (Earth-616),/wiki/Victor_Slaughter_(Earth-616),Fighting_Skills,Experienced Fighter
Victor von Doom (Earth-616),/wiki/Victor_von_Doom_(Earth-616),Fighting_Skills,Experienced Fighter
Victor von Doom (Earth-30847),/wiki/Victor_von_Doom_(Earth-30847),Fighting_Skills,Experienced Fighter
Victoria Hand (Earth-616),/wiki/Victoria_Hand_(Earth-616),Fighting_Skills,Experienced Fighter
Vidar Odinson (Earth-616),/wiki/Vidar_Odinson_(Earth-616),Fighting_Skills,Experienced Fighter
Vincent Martinelli (Earth-616),/wiki/Vincent_Martinelli_(Earth-616),Fighting_Skills,Experienced Fighter
Virago (Earth-616),/wiki/Virago_(Earth-616),Fighting_Skills,Experienced Fighter
Virako (Earth-616),/wiki/Virako_(Earth-616),Fighting_Skills,Experienced Fighter
Vivian Vision (Earth-616),/wiki/Vivian_Vision_(Earth-616),Fighting_Skills,Experienced Fighter
Vlad Dracula (Earth-616),/wiki/Vlad_Dracula_(Earth-616),Fighting_Skills,Experienced Fighter
Vladimir Kravinoff (Earth-616),/wiki/Vladimir_Kravinoff_(Earth-616),Fighting_Skills,Experienced Fighter
Volstagg (Earth-616),/wiki/Volstagg_(Earth-616),Fighting_Skills,Experienced Fighter
Vril-Rokk (Earth-616),/wiki/Vril-Rokk_(Earth-616),Fighting_Skills,Experienced Fighter
Walker (Deity) (Earth-616),/wiki/Walker_(Deity)_(Earth-616),Fighting_Skills,Experienced Fighter
Warren Worthington III (Earth-616),/wiki/Warren_Worthington_III_(Earth-616),Fighting_Skills,Experienced Fighter
White Tiger (Evolved Tiger) (Earth-616),/wiki/White_Tiger_(Evolved_Tiger)_(Earth-616),Fighting_Skills,Experienced Fighter
Wildrun (Earth-616),/wiki/Wildrun_(Earth-616),Fighting_Skills,Experienced Fighter
William Baker (Earth-616),/wiki/William_Baker_(Earth-616),Fighting_Skills,Experienced Fighter
William Burnside (Earth-616),/wiki/William_Burnside_(Earth-616),Fighting_Skills,Experienced Fighter
William Cross (Earth-616),/wiki/William_Cross_(Earth-616),Fighting_Skills,Experienced Fighter
William Nasland (Earth-616),/wiki/William_Nasland_(Earth-616),Fighting_Skills,Experienced Fighter
William Russo (Earth-616),/wiki/William_Russo_(Earth-616),Fighting_Skills,Experienced Fighter
William Scott (Earth-616),/wiki/William_Scott_(Earth-616),Fighting_Skills,Experienced Fighter
William Talltrees (Earth-616),/wiki/William_Talltrees_(Earth-616),Fighting_Skills,Experienced Fighter
William Young (Earth-616),/wiki/William_Young_(Earth-616),Fighting_Skills,Experienced Fighter
Witness (WWII) (Earth-616),/wiki/Witness_(WWII)_(Earth-616),Fighting_Skills,Experienced Fighter
Wong-Chu (Earth-616),/wiki/Wong-Chu_(Earth-616),Fighting_Skills,Experienced Fighter
Wrogg (Earth-616),/wiki/Wrogg_(Earth-616),Fighting_Skills,Experienced Fighter
Wyatt Wingfoot (Earth-616),/wiki/Wyatt_Wingfoot_(Earth-616),Fighting_Skills,Experienced Fighter
Xarus (Earth-616),/wiki/Xarus_(Earth-616),Fighting_Skills,Experienced Fighter
Xavin (Earth-616),/wiki/Xavin_(Earth-616),Fighting_Skills,Experienced Fighter
Y Ddraig Goch (Earth-616),/wiki/Y_Ddraig_Goch_(Earth-616),Fighting_Skills,Experienced Fighter
Yabbat Ummon Turru (Earth-1365),/wiki/Yabbat_Ummon_Turru_(Earth-1365),Fighting_Skills,Experienced Fighter
Yith (Earth-616),/wiki/Yith_(Earth-616),Fighting_Skills,Experienced Fighter
Yon-Rogg (Earth-616),/wiki/Yon-Rogg_(Earth-616),Fighting_Skills,Experienced Fighter
Yu Huang (Earth-616),/wiki/Yu_Huang_(Earth-616),Fighting_Skills,Experienced Fighter
Zacharaiah Seavey (Earth-616),/wiki/Zacharaiah_Seavey_(Earth-616),Fighting_Skills,Experienced Fighter
Zak-Del (Earth-616),/wiki/Zak-Del_(Earth-616),Fighting_Skills,Experienced Fighter
Zarathos (Earth-616),/wiki/Zarathos_(Earth-616),Fighting_Skills,Experienced Fighter
Zarda (Earth-31916),/wiki/Zarda_(Earth-31916),Fighting_Skills,Experienced Fighter
Zemu (Earth-6212),/wiki/Zemu_(Earth-6212),Fighting_Skills,Experienced Fighter
Zeus Panhellenios (Earth-616),/wiki/Zeus_Panhellenios_(Earth-616),Fighting_Skills,Experienced Fighter
Zodiac (Dark Reign) (Earth-616),/wiki/Zodiac_(Dark_Reign)_(Earth-616),Fighting_Skills,Experienced Fighter
Zoe Culloden (Earth-616),/wiki/Zoe_Culloden_(Earth-616),Fighting_Skills,Experienced Fighter
Zuzha Yu (Earth-616),/wiki/Zuzha_Yu_(Earth-616),Fighting_Skills,Experienced Fighter
Aamshed (Earth-616),/wiki/Aamshed_(Earth-616),Fighting_Skills,Master of a single form of combat
Adam Neramani (Earth-616),/wiki/Adam_Neramani_(Earth-616),Fighting_Skills,Master of a single form of combat
Alain Racine (Earth-616),/wiki/Alain_Racine_(Earth-616),Fighting_Skills,Master of a single form of combat
Alexi Shostakov (Earth-616),/wiki/Alexi_Shostakov_(Earth-616),Fighting_Skills,Master of a single form of combat
Alfonso Lopez (Earth-616),/wiki/Alfonso_Lopez_(Earth-616),Fighting_Skills,Master of a single form of combat
Alysande Stuart (Earth-9809),/wiki/Alysande_Stuart_(Earth-9809),Fighting_Skills,Master of a single form of combat
Andreas von Strucker (Earth-616),/wiki/Andreas_von_Strucker_(Earth-616),Fighting_Skills,Master of a single form of combat
Aranda Charboneau (Earth-616),/wiki/Aranda_Charboneau_(Earth-616),Fighting_Skills,Master of a single form of combat
Archibald Dyker (Earth-616),/wiki/Archibald_Dyker_(Earth-616),Fighting_Skills,Master of a single form of combat
Arisen Tyrk (Earth-616),/wiki/Arisen_Tyrk_(Earth-616),Fighting_Skills,Master of a single form of combat
Arkon (Earth-616),/wiki/Arkon_(Earth-616),Fighting_Skills,Master of a single form of combat
Artemis (Olympian) (Earth-616),/wiki/Artemis_(Olympian)_(Earth-616),Fighting_Skills,Master of a single form of combat
Atlas (Titan) (Earth-616),/wiki/Atlas_(Titan)_(Earth-616),Fighting_Skills,Master of a single form of combat
Azazel (Earth-616),/wiki/Azazel_(Earth-616),Fighting_Skills,Master of a single form of combat
Bel-Dann (Earth-616),/wiki/Bel-Dann_(Earth-616),Fighting_Skills,Master of a single form of combat
Benedetta Gaetani (Earth-50701),/wiki/Benedetta_Gaetani_(Earth-50701),Fighting_Skills,Master of a single form of combat
Benjamin Grimm (Earth-616),/wiki/Benjamin_Grimm_(Earth-616),Fighting_Skills,Master of a single form of combat
Benjamin Grimm (Earth-50701),/wiki/Benjamin_Grimm_(Earth-50701),Fighting_Skills,Master of a single form of combat
Beta Ray Bill (Earth-616),/wiki/Beta_Ray_Bill_(Earth-616),Fighting_Skills,Master of a single form of combat
Bran Bardic (Earth-70518),/wiki/Bran_Bardic_(Earth-70518),Fighting_Skills,Master of a single form of combat
Bride of Nine Spiders (Earth-616),/wiki/Bride_of_Nine_Spiders_(Earth-616),Fighting_Skills,Master of a single form of combat
Brock Rumlow (Earth-616),/wiki/Brock_Rumlow_(Earth-616),Fighting_Skills,Master of a single form of combat
Brunnhilde (Earth-616),/wiki/Brunnhilde_(Earth-616),Fighting_Skills,Master of a single form of combat
Bullseye (Lester) (Earth-616),/wiki/Bullseye_(Lester)_(Earth-616),Fighting_Skills,Master of a single form of combat
Carl Burbank (Earth-616),/wiki/Carl_Burbank_(Earth-616),Fighting_Skills,Master of a single form of combat
Carl Zante (Earth-616),/wiki/Carl_Zante_(Earth-616),Fighting_Skills,Master of a single form of combat
Carlos LaMuerto (Earth-616),/wiki/Carlos_LaMuerto_(Earth-616),Fighting_Skills,Master of a single form of combat
Celia Ricadonna (Earth-616),/wiki/Celia_Ricadonna_(Earth-616),Fighting_Skills,Master of a single form of combat
Charles Barton (Earth-616),/wiki/Charles_Barton_(Earth-616),Fighting_Skills,Master of a single form of combat
Chiantang (Earth-616),/wiki/Chiantang_(Earth-616),Fighting_Skills,Master of a single form of combat
Clay Riley (Earth-616),/wiki/Clay_Riley_(Earth-616),Fighting_Skills,Master of a single form of combat
Colin McKay (Earth-616),/wiki/Colin_McKay_(Earth-616),Fighting_Skills,Master of a single form of combat
Colleen Wing (Earth-616),/wiki/Colleen_Wing_(Earth-616),Fighting_Skills,Master of a single form of combat
Crystar (Earth-616),/wiki/Crystar_(Earth-616),Fighting_Skills,Master of a single form of combat
Dane Whitman (Earth-616),/wiki/Dane_Whitman_(Earth-616),Fighting_Skills,Master of a single form of combat
Daniel Leighton (Earth-616),/wiki/Daniel_Leighton_(Earth-616),Fighting_Skills,Master of a single form of combat
Death Tiger (Earth-616),/wiki/Death_Tiger_(Earth-616),Fighting_Skills,Master of a single form of combat
Deborah Bertrand (Earth-616),/wiki/Deborah_Bertrand_(Earth-616),Fighting_Skills,Master of a single form of combat
Delilah (Earth-616),/wiki/Delilah_(Earth-616),Fighting_Skills,Master of a single form of combat
Denise Baranger (Earth-616),/wiki/Denise_Baranger_(Earth-616),Fighting_Skills,Master of a single form of combat
Dennis Dunphy (Earth-616),/wiki/Dennis_Dunphy_(Earth-616),Fighting_Skills,Master of a single form of combat
Donovan Gorman (Earth-616),/wiki/Donovan_Gorman_(Earth-616),Fighting_Skills,Master of a single form of combat
Duc No Tranh (Earth-616),/wiki/Duc_No_Tranh_(Earth-616),Fighting_Skills,Master of a single form of combat
Edward March (Earth-616),/wiki/Edward_March_(Earth-616),Fighting_Skills,Master of a single form of combat
Elias Schleigal (Earth-616),/wiki/Elias_Schleigal_(Earth-616),Fighting_Skills,Master of a single form of combat
Elton Healey (Earth-616),/wiki/Elton_Healey_(Earth-616),Fighting_Skills,Master of a single form of combat
Eric Brooks (Earth-616),/wiki/Eric_Brooks_(Earth-616),Fighting_Skills,Master of a single form of combat
Erik Killmonger (Earth-616),/wiki/Erik_Killmonger_(Earth-616),Fighting_Skills,Master of a single form of combat
Ernst Sablinova (Earth-616),/wiki/Ernst_Sablinova_(Earth-616),Fighting_Skills,Master of a single form of combat
Fat Cobra (Earth-616),/wiki/Fat_Cobra_(Earth-616),Fighting_Skills,Master of a single form of combat
Ferdinand Lopez (Earth-616),/wiki/Ferdinand_Lopez_(Earth-616),Fighting_Skills,Master of a single form of combat
Fin Fang Foom (Earth-616),/wiki/Fin_Fang_Foom_(Earth-616),Fighting_Skills,Master of a single form of combat
Fiona Knoblach (Earth-616),/wiki/Fiona_Knoblach_(Earth-616),Fighting_Skills,Master of a single form of combat
Frederick Myers (Earth-1610),/wiki/Frederick_Myers_(Earth-1610),Fighting_Skills,Master of a single form of combat
Fury (Earth-238),/wiki/Fury_(Earth-238),Fighting_Skills,Master of a single form of combat
Garthan Saal (Earth-616),/wiki/Garthan_Saal_(Earth-616),Fighting_Skills,Master of a single form of combat
Gregory Terraerton (Earth-616),/wiki/Gregory_Terraerton_(Earth-616),Fighting_Skills,Master of a single form of combat
Gustav Brandt (Earth-616),/wiki/Gustav_Brandt_(Earth-616),Fighting_Skills,Master of a single form of combat
Harold Hogan (Earth-616),/wiki/Harold_Hogan_(Earth-616),Fighting_Skills,Master of a single form of combat
Harvey Elder (Earth-616),/wiki/Harvey_Elder_(Earth-616),Fighting_Skills,Master of a single form of combat
Hector Ayala (Earth-616),/wiki/Hector_Ayala_(Earth-616),Fighting_Skills,Master of a single form of combat
Helmut Zemo (Earth-616),/wiki/Helmut_Zemo_(Earth-616),Fighting_Skills,Master of a single form of combat
Hermes Diaktoros (Earth-616),/wiki/Hermes_Diaktoros_(Earth-616),Fighting_Skills,Master of a single form of combat
Hussar (Earth-616),/wiki/Hussar_(Earth-616),Fighting_Skills,Master of a single form of combat
Jack Dio (Earth-616),/wiki/Jack_Dio_(Earth-616),Fighting_Skills,Master of a single form of combat
Jack the Ripper (Earth-616),/wiki/Jack_the_Ripper_(Earth-616),Fighting_Skills,Master of a single form of combat
Jane Foster (Earth-616),/wiki/Jane_Foster_(Earth-616),Fighting_Skills,Master of a single form of combat
Jeanne Foucault (Earth-616),/wiki/Jeanne_Foucault_(Earth-616),Fighting_Skills,Master of a single form of combat
Jebediah Fate (Earth-616),/wiki/Jebediah_Fate_(Earth-616),Fighting_Skills,Master of a single form of combat
Jim Morita (Earth-616),/wiki/Jim_Morita_(Earth-616),Fighting_Skills,Master of a single form of combat
John Aman (Earth-616),/wiki/John_Aman_(Earth-616),Fighting_Skills,Master of a single form of combat
John Greycrow (Earth-616),/wiki/John_Greycrow_(Earth-616),Fighting_Skills,Master of a single form of combat
Jon Kasiya (Earth-616),/wiki/Jon_Kasiya_(Earth-616),Fighting_Skills,Master of a single form of combat
Karl Morgenthau (Earth-616),/wiki/Karl_Morgenthau_(Earth-616),Fighting_Skills,Master of a single form of combat
Kateri Deseronto (Earth-616),/wiki/Kateri_Deseronto_(Earth-616),Fighting_Skills,Master of a single form of combat
Katherine Pryde (Earth-295),/wiki/Katherine_Pryde_(Earth-295),Fighting_Skills,Master of a single form of combat
Katherine Pryde (Earth-616),/wiki/Katherine_Pryde_(Earth-616),Fighting_Skills,Master of a single form of combat
Keniuchio Harada (Earth-295),/wiki/Keniuchio_Harada_(Earth-295),Fighting_Skills,Master of a single form of combat
Keniuchio Harada (Earth-616),/wiki/Keniuchio_Harada_(Earth-616),Fighting_Skills,Master of a single form of combat
Kevin Plunder (Earth-616),/wiki/Kevin_Plunder_(Earth-616),Fighting_Skills,Master of a single form of combat
Kimora (Earth-616),/wiki/Kimora_(Earth-616),Fighting_Skills,Master of a single form of combat
Kioshi Keishicho (Earth-616),/wiki/Kioshi_Keishicho_(Earth-616),Fighting_Skills,Master of a single form of combat
Kirigi (Earth-616),/wiki/Kirigi_(Earth-616),Fighting_Skills,Master of a single form of combat
Kro (Earth-616),/wiki/Kro_(Earth-616),Fighting_Skills,Master of a single form of combat
Lady Lotus (Earth-616),/wiki/Lady_Lotus_(Earth-616),Fighting_Skills,Master of a single form of combat
Lancaster Sneed (Earth-616),/wiki/Lancaster_Sneed_(Earth-616),Fighting_Skills,Master of a single form of combat
Lee Portman (Earth-616),/wiki/Lee_Portman_(Earth-616),Fighting_Skills,Master of a single form of combat
Leeann Foreman (Earth-616),/wiki/Leeann_Foreman_(Earth-616),Fighting_Skills,Master of a single form of combat
Lord Moses (Earth-616),/wiki/Lord_Moses_(Earth-616),Fighting_Skills,Master of a single form of combat
Lorelei (Earth-616),/wiki/Lorelei_(Earth-616),Fighting_Skills,Master of a single form of combat
Luis Alvarez (Earth-616),/wiki/Luis_Alvarez_(Earth-616),Fighting_Skills,Master of a single form of combat
Lunatik (Mercenary) (Earth-616),/wiki/Lunatik_(Mercenary)_(Earth-616),Fighting_Skills,Master of a single form of combat
Mana Yanowa (Earth-616),/wiki/Mana_Yanowa_(Earth-616),Fighting_Skills,Master of a single form of combat
Maria Vasquez (Earth-616),/wiki/Maria_Vasquez_(Earth-616),Fighting_Skills,Master of a single form of combat
Mariano Lopez (Earth-616),/wiki/Mariano_Lopez_(Earth-616),Fighting_Skills,Master of a single form of combat
Matthew Murdock (Earth-616),/wiki/Matthew_Murdock_(Earth-616),Fighting_Skills,Master of a single form of combat
Matthew Murdock (Earth-1610),/wiki/Matthew_Murdock_(Earth-1610),Fighting_Skills,Master of a single form of combat
Matthew Murdock (Earth-50701),/wiki/Matthew_Murdock_(Earth-50701),Fighting_Skills,Master of a single form of combat
Maximillian Coleridge (Earth-616),/wiki/Maximillian_Coleridge_(Earth-616),Fighting_Skills,Master of a single form of combat
Mentor (Imperial Guard) (Earth-616),/wiki/Mentor_(Imperial_Guard)_(Earth-616),Fighting_Skills,Master of a single form of combat
Meredith McCall (Earth-616),/wiki/Meredith_McCall_(Earth-616),Fighting_Skills,Master of a single form of combat
Mikado (Earth-616),/wiki/Mikado_(Earth-616),Fighting_Skills,Master of a single form of combat
Mordred (Earth-616),/wiki/Mordred_(Earth-616),Fighting_Skills,Master of a single form of combat
Mosha (Earth-616),/wiki/Mosha_(Earth-616),Fighting_Skills,Master of a single form of combat
Nathan Lemon (Earth-616),/wiki/Nathan_Lemon_(Earth-616),Fighting_Skills,Master of a single form of combat
Nicholas Grossman (Earth-616),/wiki/Nicholas_Grossman_(Earth-616),Fighting_Skills,Master of a single form of combat
Oberon (Earth-616),/wiki/Oberon_(Earth-616),Fighting_Skills,Master of a single form of combat
Orphan-Maker (Peter) (Earth-616),/wiki/Orphan-Maker_(Peter)_(Earth-616),Fighting_Skills,Master of a single form of combat
Oyakata (Earth-616),/wiki/Oyakata_(Earth-616),Fighting_Skills,Master of a single form of combat
Parnival Plunder (Earth-616),/wiki/Parnival_Plunder_(Earth-616),Fighting_Skills,Master of a single form of combat
Patricia Walker (Earth-616),/wiki/Patricia_Walker_(Earth-616),Fighting_Skills,Master of a single form of combat
Philip Javert (Earth-921),/wiki/Philip_Javert_(Earth-921),Fighting_Skills,Master of a single form of combat
Phillip Coulson (Earth-616),/wiki/Phillip_Coulson_(Earth-616),Fighting_Skills,Master of a single form of combat
Plan Chu (Earth-616),/wiki/Plan_Chu_(Earth-616),Fighting_Skills,Master of a single form of combat
Poseidon Aegaeus (Earth-616),/wiki/Poseidon_Aegaeus_(Earth-616),Fighting_Skills,Master of a single form of combat
Punisher (Galactus' Robot) (Earth-616),/wiki/Punisher_(Galactus%27_Robot)_(Earth-616),Fighting_Skills,Master of a single form of combat
Rachel van Helsing (Earth-616),/wiki/Rachel_van_Helsing_(Earth-616),Fighting_Skills,Master of a single form of combat
Raza Longknife (Earth-616),/wiki/Raza_Longknife_(Earth-616),Fighting_Skills,Master of a single form of combat
