name,url,min Durability,min Energy_Projection,min Fighting_Skills,min Intelligence,min Speed,min Strength,max Durability,max Energy_Projection,max Fighting_Skills,max Intelligence,max Speed,max Strength
Saint Anna (Anna) (Earth-616),https://marvel.fandom.com/wiki/Saint_Anna_(Anna)_(Earth-616),2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
Saint Cyrus Leviticus (Earth-616),https://marvel.fandom.com/wiki/Saint_Cyrus_Leviticus_(Earth-616),3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0
Saint Elmo (Earth-616),https://marvel.fandom.com/wiki/Saint_Elmo_(Earth-616),6.0,4.0,4.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,2.0,4.0
Sal Kennedy (Earth-616),https://marvel.fandom.com/wiki/Sal_Kennedy_(Earth-616),2.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0
Sally Avril (Earth-616),https://marvel.fandom.com/wiki/Sally_Avril_(Earth-616),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
Sally Blevins (Earth-616),https://marvel.fandom.com/wiki/Sally_Blevins_(Earth-616),6.0,3.0,3.0,2.0,3.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0
Salo (Earth-616),https://marvel.fandom.com/wiki/Salo_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Samantha Dunbar (Heroes Reborn) (Earth-616),https://marvel.fandom.com/wiki/Samantha_Dunbar_(Heroes_Reborn)_(Earth-616),3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0
Samantha Parrington (Earth-616),https://marvel.fandom.com/wiki/Samantha_Parrington_(Earth-616),4.0,1.0,5.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0
Samuel Alexander (Earth-616),https://marvel.fandom.com/wiki/Samuel_Alexander_(Earth-616),6.0,6.0,3.0,2.0,5.0,6.0,6.0,6.0,3.0,6.0,7.0,6.0
Samuel Barone (Earth-616),https://marvel.fandom.com/wiki/Samuel_Barone_(Earth-616),2.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0
Samuel Guthrie (Earth-616),https://marvel.fandom.com/wiki/Samuel_Guthrie_(Earth-616),6.0,3.0,4.0,2.0,4.0,2.0,6.0,3.0,4.0,2.0,4.0,2.0
Samuel John LaRoquette (Earth-616),https://marvel.fandom.com/wiki/Samuel_John_LaRoquette_(Earth-616),5.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0
Samuel Paré (Earth-616),https://marvel.fandom.com/wiki/Samuel_Par%C3%A9_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Samuel Saxon (Earth-616),https://marvel.fandom.com/wiki/Samuel_Saxon_(Earth-616),6.0,6.0,2.0,5.0,3.0,5.0,6.0,6.0,2.0,5.0,3.0,5.0
"Samuel Silke, Jr. (Earth-616)","https://marvel.fandom.com/wiki/Samuel_Silke,_Jr._(Earth-616)",2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Samuel Smith (Earth-616),https://marvel.fandom.com/wiki/Samuel_Smith_(Earth-616),2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
Samuel Smithers (Earth-616),https://marvel.fandom.com/wiki/Samuel_Smithers_(Earth-616),4.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0
Samuel Sterns (Earth-616),https://marvel.fandom.com/wiki/Samuel_Sterns_(Earth-616),2.0,3.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,2.0
Samuel Wilson (Earth-1610),https://marvel.fandom.com/wiki/Samuel_Wilson_(Earth-1610),2.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0
Samuel Wilson (Earth-616),https://marvel.fandom.com/wiki/Samuel_Wilson_(Earth-616),2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0
Sandra Verdugo (Earth-616),https://marvel.fandom.com/wiki/Sandra_Verdugo_(Earth-616),7.0,1.0,4.0,3.0,2.0,3.0,7.0,1.0,4.0,3.0,2.0,3.0
Sandu (Earth-616),https://marvel.fandom.com/wiki/Sandu_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,7.0,2.0
Sandy Vincent (Earth-616),https://marvel.fandom.com/wiki/Sandy_Vincent_(Earth-616),2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,7.0,2.0
Santa Claus (Earth-616),https://marvel.fandom.com/wiki/Santa_Claus_(Earth-616),3.0,6.0,1.0,3.0,2.0,2.0,3.0,6.0,1.0,3.0,7.0,4.0
Santo Vaccarro (Earth-616),https://marvel.fandom.com/wiki/Santo_Vaccarro_(Earth-616),7.0,1.0,3.0,2.0,2.0,4.0,7.0,1.0,3.0,2.0,2.0,4.0
Sapphire Styx (Earth-616),https://marvel.fandom.com/wiki/Sapphire_Styx_(Earth-616),2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0
Sara Ehret (Earth-616),https://marvel.fandom.com/wiki/Sara_Ehret_(Earth-616),4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0
Sarah Ryall (Earth-616),https://marvel.fandom.com/wiki/Sarah_Ryall_(Earth-616),3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
Sarah Stacy (Earth-616),https://marvel.fandom.com/wiki/Sarah_Stacy_(Earth-616),4.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0
Sasha Martin (Earth-616),https://marvel.fandom.com/wiki/Sasha_Martin_(Earth-616),3.0,5.0,2.0,2.0,2.0,6.0,3.0,5.0,2.0,2.0,2.0,6.0
Sassafras (Earth-616),https://marvel.fandom.com/wiki/Sassafras_(Earth-616),2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
Satana Hellstrom (Earth-616),https://marvel.fandom.com/wiki/Satana_Hellstrom_(Earth-616),6.0,6.0,2.0,3.0,3.0,4.0,6.0,6.0,2.0,3.0,7.0,4.0
Satannish (Earth-616),https://marvel.fandom.com/wiki/Satannish_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Saturnine (Earth-616),https://marvel.fandom.com/wiki/Saturnine_(Earth-616),6.0,1.0,2.0,3.0,2.0,5.0,6.0,1.0,2.0,3.0,2.0,5.0
Scaleface (Earth-616),https://marvel.fandom.com/wiki/Scaleface_(Earth-616),5.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0
Scarlet Beetle (Earth-616),https://marvel.fandom.com/wiki/Scarlet_Beetle_(Earth-616),6.0,5.0,2.0,4.0,2.0,2.0,7.0,5.0,2.0,4.0,2.0,7.0
Scarlet Fasinera (Earth-616),https://marvel.fandom.com/wiki/Scarlet_Fasinera_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
Scintilla (Earth-616),https://marvel.fandom.com/wiki/Scintilla_(Earth-616),2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
Scorpion (Earth-1610),https://marvel.fandom.com/wiki/Scorpion_(Earth-1610),5.0,6.0,2.0,4.0,3.0,4.0,5.0,6.0,2.0,4.0,3.0,4.0
Scott Lang (Earth-616),https://marvel.fandom.com/wiki/Scott_Lang_(Earth-616),2.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0
Scott Summers (Earth-1610),https://marvel.fandom.com/wiki/Scott_Summers_(Earth-1610),3.0,5.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0
Scott Summers (Earth-616),https://marvel.fandom.com/wiki/Scott_Summers_(Earth-616),2.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0
Scott Washington (Earth-616),https://marvel.fandom.com/wiki/Scott_Washington_(Earth-616),5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0
Scott Wright (Earth-616),https://marvel.fandom.com/wiki/Scott_Wright_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0,5.0
Scragg (Earth-616),https://marvel.fandom.com/wiki/Scragg_(Earth-616),6.0,,6.0,4.0,6.0,6.0,6.0,,6.0,4.0,6.0,6.0
Screwball (Earth-616),https://marvel.fandom.com/wiki/Screwball_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Seamus Mellencamp (Earth-616),https://marvel.fandom.com/wiki/Seamus_Mellencamp_(Earth-616),3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0
Sean Cassidy (Earth-616),https://marvel.fandom.com/wiki/Sean_Cassidy_(Earth-616),3.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0
Sean Dolan (Earth-616),https://marvel.fandom.com/wiki/Sean_Dolan_(Earth-616),3.0,1.0,5.0,2.0,2.0,4.0,7.0,1.0,5.0,2.0,2.0,7.0
Sean Watanabe (Earth-616),https://marvel.fandom.com/wiki/Sean_Watanabe_(Earth-616),2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0
Sebastian Druid (Earth-616),https://marvel.fandom.com/wiki/Sebastian_Druid_(Earth-616),2.0,6.0,4.0,3.0,2.0,2.0,2.0,6.0,4.0,3.0,7.0,2.0
Sebastian Shaw (Earth-616),https://marvel.fandom.com/wiki/Sebastian_Shaw_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,7.0,1.0,3.0,3.0,2.0,7.0
Sebastion Gilberti (Earth-616),https://marvel.fandom.com/wiki/Sebastion_Gilberti_(Earth-616),7.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,4.0,5.0,3.0,4.0
Sedna (Earth-616),https://marvel.fandom.com/wiki/Sedna_(Earth-616),4.0,6.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,3.0,3.0,4.0
Selene Gallio (Earth-616),https://marvel.fandom.com/wiki/Selene_Gallio_(Earth-616),7.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0
Selma Blotte (Earth-616),https://marvel.fandom.com/wiki/Selma_Blotte_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Semiramis (Earth-616),https://marvel.fandom.com/wiki/Semiramis_(Earth-616),4.0,6.0,3.0,2.0,3.0,3.0,4.0,6.0,3.0,2.0,7.0,3.0
Sequoia (Earth-616),https://marvel.fandom.com/wiki/Sequoia_(Earth-616),3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0
Seraph (Earth-616),https://marvel.fandom.com/wiki/Seraph_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Sergei Kravinoff (Earth-1610),https://marvel.fandom.com/wiki/Sergei_Kravinoff_(Earth-1610),2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0
Sergei Kravinoff (Earth-616),https://marvel.fandom.com/wiki/Sergei_Kravinoff_(Earth-616),3.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,6.0,3.0,3.0,4.0
Sergei Krylov (Earth-616),https://marvel.fandom.com/wiki/Sergei_Krylov_(Earth-616),6.0,6.0,1.0,5.0,6.0,4.0,6.0,6.0,1.0,5.0,6.0,4.0
Sersi (Earth-616),https://marvel.fandom.com/wiki/Sersi_(Earth-616),7.0,7.0,2.0,4.0,5.0,4.0,7.0,7.0,2.0,4.0,7.0,4.0
Set (Earth-616),https://marvel.fandom.com/wiki/Set_(Earth-616),5.0,7.0,4.0,7.0,3.0,7.0,5.0,7.0,4.0,7.0,7.0,7.0
Seth (Earth-616),https://marvel.fandom.com/wiki/Seth_(Earth-616),7.0,5.0,6.0,6.0,3.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0
Seth Voelker (Earth-616),https://marvel.fandom.com/wiki/Seth_Voelker_(Earth-616),5.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,7.0,2.0
Seward Trainer (Earth-616),https://marvel.fandom.com/wiki/Seward_Trainer_(Earth-616),2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0
Sha Shan Nguyen (Earth-616),https://marvel.fandom.com/wiki/Sha_Shan_Nguyen_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Shadow King (Multiverse),https://marvel.fandom.com/wiki/Shadow_King_(Multiverse),7.0,5.0,1.0,3.0,7.0,1.0,7.0,5.0,1.0,3.0,7.0,1.0
Shagreen (Earth-5311),https://marvel.fandom.com/wiki/Shagreen_(Earth-5311),3.0,6.0,4.0,3.0,2.0,2.0,3.0,6.0,4.0,3.0,7.0,2.0
Shalla-Bal (Construct) (Earth-616),https://marvel.fandom.com/wiki/Shalla-Bal_(Construct)_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0
Shanna O'Hara (Earth-616),https://marvel.fandom.com/wiki/Shanna_O%27Hara_(Earth-616),2.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0
Shannon Carter (Earth-982),https://marvel.fandom.com/wiki/Shannon_Carter_(Earth-982),2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Shanzar (Earth-616),https://marvel.fandom.com/wiki/Shanzar_(Earth-616),6.0,6.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,4.0,7.0,2.0
Shaper of Worlds (Earth-616),https://marvel.fandom.com/wiki/Shaper_of_Worlds_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Shard Bishop (Earth-1191),https://marvel.fandom.com/wiki/Shard_Bishop_(Earth-1191),7.0,5.0,6.0,3.0,2.0,2.0,7.0,5.0,6.0,3.0,2.0,2.0
Sharon Carter (Earth-616),https://marvel.fandom.com/wiki/Sharon_Carter_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
Sharon Ginsberg (Earth-616),https://marvel.fandom.com/wiki/Sharon_Ginsberg_(Earth-616),2.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0
Sharon Smith (Earth-616),https://marvel.fandom.com/wiki/Sharon_Smith_(Earth-616),2.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0
Sharon Ventura (Earth-616),https://marvel.fandom.com/wiki/Sharon_Ventura_(Earth-616),6.0,1.0,4.0,2.0,2.0,6.0,6.0,1.0,4.0,2.0,2.0,6.0
Sharra Neramani (Earth-616),https://marvel.fandom.com/wiki/Sharra_Neramani_(Earth-616),5.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0
Shatter (Earth-616),https://marvel.fandom.com/wiki/Shatter_(Earth-616),4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0
Shazana (Earth-616),https://marvel.fandom.com/wiki/Shazana_(Earth-616),4.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0
Shela Sexton (Earth-616),https://marvel.fandom.com/wiki/Shela_Sexton_(Earth-616),2.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0
Shelob (Earth-616),https://marvel.fandom.com/wiki/Shelob_(Earth-616),3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0
Shen Kuei (Earth-616),https://marvel.fandom.com/wiki/Shen_Kuei_(Earth-616),2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0
Shen Xorn (Earth-616),https://marvel.fandom.com/wiki/Shen_Xorn_(Earth-616),3.0,6.0,3.0,4.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,2.0
Sheoke Sanada (Earth-616),https://marvel.fandom.com/wiki/Sheoke_Sanada_(Earth-616),3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0
Shep Gunderson (Earth-616),https://marvel.fandom.com/wiki/Shep_Gunderson_(Earth-616),2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
Shevaun Haldane (Earth-616),https://marvel.fandom.com/wiki/Shevaun_Haldane_(Earth-616),6.0,6.0,2.0,3.0,5.0,2.0,6.0,6.0,2.0,3.0,7.0,4.0
Shialmar (Earth-616),https://marvel.fandom.com/wiki/Shialmar_(Earth-616),3.0,6.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,3.0,7.0,2.0
Shigeru Ezaki (Clone) (Earth-616),https://marvel.fandom.com/wiki/Shigeru_Ezaki_(Clone)_(Earth-616),2.0,6.0,6.0,2.0,2.0,4.0,2.0,6.0,6.0,2.0,2.0,4.0
Shiklah (Earth-616),https://marvel.fandom.com/wiki/Shiklah_(Earth-616),6.0,6.0,4.0,2.0,2.0,4.0,6.0,6.0,4.0,2.0,2.0,4.0
Shingen Harada (Earth-616),https://marvel.fandom.com/wiki/Shingen_Harada_(Earth-616),2.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0
Shinobi Shaw (Earth-616),https://marvel.fandom.com/wiki/Shinobi_Shaw_(Earth-616),3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0
Shir Ydrn Talonis (Earth-616),https://marvel.fandom.com/wiki/Shir_Ydrn_Talonis_(Earth-616),4.0,6.0,4.0,7.0,2.0,4.0,4.0,6.0,4.0,7.0,7.0,4.0
Shiro Yoshida (Earth-295),https://marvel.fandom.com/wiki/Shiro_Yoshida_(Earth-295),2.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0
Shiro Yoshida (Earth-616),https://marvel.fandom.com/wiki/Shiro_Yoshida_(Earth-616),5.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0
Shola Inkose (Earth-616),https://marvel.fandom.com/wiki/Shola_Inkose_(Earth-616),2.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0
Shortpack (Earth-616),https://marvel.fandom.com/wiki/Shortpack_(Earth-616),2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0
Shredder (Earth-616),https://marvel.fandom.com/wiki/Shredder_(Earth-616),3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0
Shuma-Gorath (Multiverse),https://marvel.fandom.com/wiki/Shuma-Gorath_(Multiverse),7.0,6.0,2.0,3.0,2.0,7.0,7.0,6.0,2.0,3.0,7.0,7.0
Sidney Green (Earth-616),https://marvel.fandom.com/wiki/Sidney_Green_(Earth-616),3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0
Siena Blaze (Earth-616),https://marvel.fandom.com/wiki/Siena_Blaze_(Earth-616),2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,7.0,2.0
Sif (Earth-616),https://marvel.fandom.com/wiki/Sif_(Earth-616),3.0,1.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0,2.0,7.0,5.0
Sikorsky (Earth-616),https://marvel.fandom.com/wiki/Sikorsky_(Earth-616),2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0
Silas Burr (Earth-616),https://marvel.fandom.com/wiki/Silas_Burr_(Earth-616),4.0,3.0,6.0,2.0,3.0,4.0,4.0,3.0,6.0,2.0,3.0,4.0
Silas King (Earth-616),https://marvel.fandom.com/wiki/Silas_King_(Earth-616),2.0,6.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0
Silhouette Chord (Earth-616),https://marvel.fandom.com/wiki/Silhouette_Chord_(Earth-616),3.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,7.0,4.0
Silver Fox (Canadian) (Earth-616),https://marvel.fandom.com/wiki/Silver_Fox_(Canadian)_(Earth-616),3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0
Silver Sable (Earth-1610),https://marvel.fandom.com/wiki/Silver_Sable_(Earth-1610),2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0
Silvija Sablinova (Earth-616),https://marvel.fandom.com/wiki/Silvija_Sablinova_(Earth-616),2.0,1.0,6.0,4.0,2.0,2.0,2.0,1.0,6.0,4.0,2.0,2.0
Silvio Manfredi (Earth-616),https://marvel.fandom.com/wiki/Silvio_Manfredi_(Earth-616),2.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,4.0
Simon Garth (Earth-616),https://marvel.fandom.com/wiki/Simon_Garth_(Earth-616),4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0
Simon Hall (Earth-616),https://marvel.fandom.com/wiki/Simon_Hall_(Earth-616),3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0
Simon Janson (Earth-616),https://marvel.fandom.com/wiki/Simon_Janson_(Earth-616),3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0
Simon Maddicks (Earth-616),https://marvel.fandom.com/wiki/Simon_Maddicks_(Earth-616),5.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0
Simon Meke (Earth-616),https://marvel.fandom.com/wiki/Simon_Meke_(Earth-616),2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0
Simon Williams (Earth-616),https://marvel.fandom.com/wiki/Simon_Williams_(Earth-616),6.0,2.0,4.0,4.0,4.0,7.0,6.0,2.0,4.0,4.0,4.0,7.0
Sinclair Abbott (Earth-616),https://marvel.fandom.com/wiki/Sinclair_Abbott_(Earth-616),2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0
Singularity (Multiverse),https://marvel.fandom.com/wiki/Singularity_(Multiverse),6.0,6.0,1.0,3.0,4.0,2.0,6.0,6.0,1.0,3.0,4.0,2.0
Sinjin Quarrel (Earth-791),https://marvel.fandom.com/wiki/Sinjin_Quarrel_(Earth-791),2.0,6.0,3.0,4.0,2.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0
Sinthea Shmidt (Earth-616),https://marvel.fandom.com/wiki/Sinthea_Shmidt_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,6.0,5.0,4.0,2.0,3.0,6.0
Sire Hate (Earth-616),https://marvel.fandom.com/wiki/Sire_Hate_(Earth-616),7.0,6.0,1.0,3.0,2.0,4.0,7.0,6.0,1.0,3.0,7.0,4.0
Sister Nil (Earth-616),https://marvel.fandom.com/wiki/Sister_Nil_(Earth-616),6.0,2.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,3.0,2.0
Sk'ym'x (Earth-712),https://marvel.fandom.com/wiki/Sk%27ym%27x_(Earth-712),3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0
Skaar (Earth-616),https://marvel.fandom.com/wiki/Skaar_(Earth-616),6.0,2.0,4.0,3.0,3.0,7.0,6.0,2.0,4.0,3.0,3.0,7.0
Skinner (Lilin) (Earth-616),https://marvel.fandom.com/wiki/Skinner_(Lilin)_(Earth-616),3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0
Skornn (Earth-616),https://marvel.fandom.com/wiki/Skornn_(Earth-616),6.0,1.0,4.0,3.0,3.0,6.0,6.0,1.0,4.0,3.0,3.0,6.0
Skreet (Earth-616),https://marvel.fandom.com/wiki/Skreet_(Earth-616),7.0,3.0,4.0,3.0,2.0,3.0,7.0,3.0,4.0,3.0,5.0,3.0
Skullbuster (Earth-616),https://marvel.fandom.com/wiki/Skullbuster_(Earth-616),3.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0
Skurge (Earth-616),https://marvel.fandom.com/wiki/Skurge_(Earth-616),6.0,1.0,6.0,2.0,3.0,5.0,6.0,6.0,6.0,2.0,7.0,5.0
Sky-Walker (Starron) (Earth-616),https://marvel.fandom.com/wiki/Sky-Walker_(Starron)_(Earth-616),5.0,6.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0
Slaymaster (Earth-616),https://marvel.fandom.com/wiki/Slaymaster_(Earth-616),2.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,6.0,3.0,3.0,3.0
Sleeper (Symbiote) (Earth-616),https://marvel.fandom.com/wiki/Sleeper_(Symbiote)_(Earth-616),5.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0
Sleepwalker (Earth-616),https://marvel.fandom.com/wiki/Sleepwalker_(Earth-616),6.0,6.0,4.0,4.0,3.0,4.0,6.0,6.0,4.0,4.0,3.0,4.0
Sleipnir (Earth-616),https://marvel.fandom.com/wiki/Sleipnir_(Earth-616),3.0,1.0,2.0,2.0,6.0,4.0,3.0,1.0,2.0,2.0,6.0,4.0
Slitherogue (Earth-616),https://marvel.fandom.com/wiki/Slitherogue_(Earth-616),2.0,4.0,1.0,6.0,2.0,2.0,2.0,4.0,1.0,6.0,7.0,2.0
Slizzik (Earth-616),https://marvel.fandom.com/wiki/Slizzik_(Earth-616),5.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0
Slorioth (Earth-616),https://marvel.fandom.com/wiki/Slorioth_(Earth-616),7.0,7.0,4.0,3.0,2.0,7.0,7.0,7.0,4.0,3.0,7.0,7.0
Smoke (Earth-616),https://marvel.fandom.com/wiki/Smoke_(Earth-616),4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0
Sn'Tlo (Earth-616),https://marvel.fandom.com/wiki/Sn%27Tlo_(Earth-616),4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0
Sofia Mantega (Earth-616),https://marvel.fandom.com/wiki/Sofia_Mantega_(Earth-616),2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0
Sol Brodstroke (Earth-616),https://marvel.fandom.com/wiki/Sol_Brodstroke_(Earth-616),2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0
Solomon Prey (Earth-616),https://marvel.fandom.com/wiki/Solomon_Prey_(Earth-616),3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0
Solon Stabilizer (Earth-616),https://marvel.fandom.com/wiki/Solon_Stabilizer_(Earth-616),2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0
